time,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°)
2017-04-29T16:00,24.9,0.0,0.0,89.0,21.0,67.0,100.0,14.8,256.0
2022-03-11T18:00,10.2,0.0,0.0,1.0,0.0,0.0,2.0,10.9,278.0
2022-04-22T05:00,11.2,0.0,0.0,15.0,9.0,11.0,0.0,11.4,204.0
2022-07-09T03:00,24.9,0.0,0.0,85.0,0.0,92.0,100.0,6.8,273.0
2019-05-01T15:00,11.9,0.0,0.0,100.0,100.0,94.0,55.0,11.1,119.0
2016-05-10T00:00,18.3,0.0,0.0,29.0,0.0,0.0,95.0,9.4,252.0
2017-10-31T16:00,13.2,0.0,0.0,0.0,0.0,0.0,0.0,21.9,256.0
2021-05-08T00:00,13.4,0.0,0.0,84.0,0.0,91.0,98.0,11.3,121.0
2020-01-31T19:00,3.8,0.0,0.0,100.0,100.0,12.0,100.0,7.2,162.0
2018-01-20T10:00,0.3,0.0,0.0,27.0,0.0,0.0,91.0,14.2,234.0
2019-11-25T05:00,4.8,0.0,0.0,1.0,1.0,0.0,0.0,15.1,273.0
2019-10-10T16:00,18.0,0.0,0.0,19.0,0.0,32.0,0.0,21.3,12.0
2021-08-12T05:00,24.8,0.0,0.0,25.0,0.0,0.0,84.0,10.8,217.0
2021-02-23T10:00,0.2,0.0,0.0,66.0,1.0,62.0,94.0,10.8,255.0
2016-07-22T06:00,24.3,0.0,0.0,29.0,0.0,0.0,95.0,15.6,218.0
2019-01-22T10:00,-9.9,0.0,0.0,0.0,0.0,0.0,0.0,13.7,273.0
2019-09-18T03:00,17.0,0.0,0.0,2.0,1.0,1.0,0.0,5.8,86.0
2016-07-04T08:00,19.9,0.0,0.0,29.0,0.0,0.0,98.0,10.2,247.0
2017-03-23T06:00,-3.2,0.0,0.0,0.0,0.0,0.0,0.0,15.4,323.0
2021-09-18T01:00,22.4,0.0,0.0,91.0,61.0,41.0,38.0,8.9,27.0
2017-02-13T13:00,1.5,0.0,0.0,81.0,36.0,54.0,54.0,30.0,294.0
2018-05-04T22:00,25.5,0.0,0.0,55.0,0.0,45.0,93.0,12.8,202.0
2022-05-06T17:00,14.3,0.7,0.7,100.0,11.0,100.0,100.0,6.6,351.0
2017-04-03T01:00,11.7,0.0,0.0,2.0,0.0,3.0,0.0,8.1,291.0
2022-05-29T21:00,24.6,0.0,0.0,100.0,72.0,95.0,4.0,4.0,207.0
2017-02-01T10:00,1.8,0.0,0.0,77.0,0.0,79.0,97.0,18.2,245.0
2018-10-03T20:00,23.0,0.0,0.0,83.0,80.0,0.0,36.0,8.2,319.0
2019-03-01T12:00,-2.9,0.5,0.0,73.0,16.0,96.0,3.0,8.0,36.0
2019-09-03T15:00,24.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,45.0
2022-07-30T09:00,24.1,0.0,0.0,60.0,0.0,98.0,5.0,10.9,146.0
2020-02-03T20:00,11.3,0.0,0.0,0.0,0.0,0.0,0.0,13.2,244.0
2019-09-29T09:00,21.4,0.0,0.0,8.0,7.0,2.0,0.0,14.6,344.0
2019-08-01T02:00,23.4,0.2,0.2,68.0,2.0,60.0,100.0,3.8,319.0
2021-09-10T01:00,20.6,0.0,0.0,65.0,2.0,70.0,69.0,7.2,288.0
2020-12-31T02:00,3.6,0.0,0.0,32.0,0.0,6.0,95.0,17.5,212.0
2017-09-10T16:00,20.6,0.0,0.0,32.0,32.0,5.0,0.0,14.8,13.0
2020-01-13T16:00,5.6,0.0,0.0,100.0,100.0,41.0,98.0,6.6,112.0
2018-12-28T08:00,5.7,0.1,0.1,100.0,100.0,100.0,100.0,14.3,139.0
2019-01-02T10:00,1.7,0.0,0.0,34.0,0.0,7.0,100.0,5.5,337.0
2021-01-07T03:00,1.8,0.0,0.0,0.0,0.0,0.0,0.0,16.8,318.0
2021-07-16T05:00,26.5,0.0,0.0,2.0,0.0,0.0,7.0,10.5,229.0
2019-12-25T20:00,6.1,0.0,0.0,30.0,0.0,0.0,99.0,4.7,180.0
2016-02-04T12:00,12.0,0.1,0.1,100.0,100.0,24.0,99.0,8.7,277.0
2021-12-10T04:00,2.8,0.2,0.1,46.0,0.0,27.0,99.0,6.5,146.0
2020-07-16T16:00,24.1,0.0,0.0,70.0,48.0,28.0,32.0,12.5,136.0
2022-04-13T23:00,17.4,0.0,0.0,35.0,0.0,9.0,99.0,6.3,329.0
2019-02-13T03:00,1.5,0.8,0.8,100.0,100.0,100.0,99.0,14.3,45.0
2022-09-06T08:00,23.0,0.0,0.0,98.0,9.0,100.0,98.0,8.8,279.0
2018-03-28T12:00,3.7,0.0,0.0,100.0,81.0,66.0,1.0,7.7,221.0
2021-12-04T07:00,3.0,0.0,0.0,52.0,0.0,87.0,0.0,2.5,270.0
2020-04-13T11:00,13.6,3.6,3.6,100.0,51.0,100.0,100.0,27.2,173.0
2016-06-13T04:00,17.3,0.0,0.0,0.0,0.0,0.0,0.0,21.5,329.0
2018-11-17T10:00,4.2,0.0,0.0,0.0,0.0,0.0,0.0,14.2,254.0
2016-02-19T04:00,-3.1,0.0,0.0,0.0,0.0,0.0,0.0,10.7,14.0
2021-07-13T05:00,22.5,0.0,0.0,100.0,100.0,23.0,97.0,12.0,99.0
2019-09-24T18:00,23.3,0.0,0.0,100.0,97.0,86.0,0.0,16.4,296.0
2016-11-07T15:00,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.6,31.0
2018-07-01T09:00,24.7,0.0,0.0,4.0,0.0,0.0,12.0,9.1,277.0
2016-04-17T06:00,8.4,0.0,0.0,5.0,0.0,0.0,18.0,5.2,326.0
2022-01-27T00:00,-5.1,0.0,0.0,7.0,8.0,0.0,0.0,7.8,112.0
2017-06-10T09:00,17.4,0.0,0.0,18.0,0.0,0.0,61.0,8.7,265.0
2019-05-03T12:00,9.9,0.0,0.0,94.0,100.0,6.0,0.0,10.5,94.0
2017-07-12T21:00,30.5,0.0,0.0,45.0,8.0,40.0,45.0,15.1,258.0
2019-12-19T05:00,-4.6,0.0,0.0,76.0,54.0,45.0,0.0,27.7,305.0
2022-05-22T13:00,24.0,0.0,0.0,35.0,0.0,46.0,26.0,9.0,203.0
2021-12-03T17:00,7.5,0.0,0.0,84.0,33.0,66.0,49.0,21.1,300.0
2017-04-05T16:00,11.6,0.0,0.0,90.0,100.0,0.0,0.0,6.9,332.0
2018-02-18T11:00,0.9,0.0,0.0,0.0,0.0,0.0,0.0,20.3,300.0
2020-07-23T19:00,29.8,0.0,0.0,47.0,17.0,7.0,93.0,13.5,236.0
2021-11-11T16:00,13.1,0.0,0.0,31.0,0.0,12.0,80.0,11.2,96.0
2016-06-11T11:00,15.1,0.0,0.0,36.0,1.0,9.0,100.0,3.6,180.0
2021-09-24T13:00,16.1,0.4,0.4,40.0,1.0,46.0,39.0,8.3,288.0
2016-01-21T04:00,-0.9,0.0,0.0,59.0,0.0,96.0,3.0,5.0,330.0
2019-08-02T11:00,23.3,0.0,0.0,42.0,2.0,49.0,37.0,4.3,42.0
2020-07-18T09:00,23.4,0.0,0.0,71.0,79.0,0.0,0.0,9.0,358.0
2020-10-17T13:00,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.6,307.0
2020-08-27T00:00,23.6,0.0,0.0,28.0,0.0,2.0,89.0,10.0,283.0
2016-02-29T06:00,8.3,0.0,0.0,0.0,0.0,0.0,0.0,16.7,213.0
2016-11-11T09:00,9.8,0.0,0.0,0.0,0.0,0.0,0.0,16.6,248.0
2021-10-15T16:00,22.7,0.0,0.0,10.0,3.0,1.0,21.0,6.4,223.0
2018-10-16T15:00,10.9,0.0,0.0,30.0,0.0,0.0,100.0,13.6,310.0
2017-06-07T23:00,19.5,0.0,0.0,2.0,0.0,3.0,0.0,5.1,225.0
2016-10-10T17:00,15.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,346.0
2017-12-15T19:00,-3.4,0.0,0.0,100.0,43.0,100.0,97.0,3.4,198.0
2020-04-28T13:00,7.8,0.0,0.0,0.0,0.0,0.0,0.0,9.2,318.0
2020-08-28T17:00,27.5,0.0,0.0,14.0,1.0,4.0,36.0,10.4,290.0
2020-10-06T20:00,20.4,0.0,0.0,1.0,1.0,0.0,0.0,13.5,224.0
2018-01-03T15:00,-7.3,0.0,0.0,13.0,0.0,0.0,43.0,4.3,246.0
2016-02-07T08:00,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,7.2,233.0
2021-01-13T10:00,-0.6,0.0,0.0,17.0,16.0,4.0,1.0,4.3,312.0
2017-12-07T03:00,4.2,0.0,0.0,30.0,0.0,0.0,100.0,12.7,235.0
2019-11-02T07:00,6.1,0.0,0.0,0.0,0.0,0.0,0.0,9.4,328.0
2020-11-12T20:00,10.2,0.3,0.3,100.0,94.0,56.0,100.0,15.9,5.0
2016-08-31T15:00,26.3,0.0,0.0,56.0,21.0,29.0,65.0,6.8,252.0
2021-04-22T02:00,6.6,0.0,0.0,0.0,0.0,0.0,0.0,24.0,310.0
2018-08-10T18:00,30.8,0.0,0.0,29.0,3.0,29.0,29.0,9.0,254.0
2021-04-19T01:00,14.3,0.0,0.0,8.0,0.0,10.0,6.0,7.8,236.0
2017-12-16T19:00,2.5,0.0,0.0,76.0,84.0,0.0,0.0,21.8,257.0
2021-12-21T16:00,2.8,0.0,0.0,29.0,0.0,0.0,96.0,4.3,312.0
2019-06-24T09:00,19.4,0.0,0.0,4.0,0.0,0.0,13.0,6.2,280.0
2021-03-13T19:00,6.9,0.0,0.0,0.0,0.0,0.0,0.0,14.4,273.0
2019-05-08T04:00,16.0,0.0,0.0,13.0,3.0,5.0,25.0,6.9,39.0
2019-08-13T19:00,25.0,0.0,0.0,100.0,27.0,94.0,90.0,0.7,180.0
2016-10-27T17:00,7.0,0.9,0.9,100.0,97.0,99.0,99.0,18.6,112.0
2022-08-12T15:00,25.9,0.0,0.0,1.0,0.0,2.0,0.0,14.8,84.0
2019-01-27T03:00,-2.6,0.0,0.0,10.0,0.0,17.0,0.0,7.3,169.0
2020-04-05T04:00,9.1,0.0,0.0,100.0,72.0,73.0,0.0,10.4,178.0
2017-01-11T14:00,5.4,0.0,0.0,1.0,1.0,0.0,0.0,12.8,238.0
2017-01-18T05:00,3.9,0.0,0.0,100.0,100.0,25.0,0.0,10.7,48.0
2016-04-14T19:00,12.6,0.0,0.0,4.0,4.0,0.0,0.0,6.4,27.0
2022-09-27T06:00,17.0,0.0,0.0,23.0,0.0,33.0,10.0,10.2,225.0
2018-10-11T12:00,22.6,0.0,0.0,63.0,14.0,67.0,35.0,9.0,175.0
2019-01-24T21:00,9.9,2.7,2.7,100.0,86.0,99.0,86.0,30.9,304.0
2020-02-26T14:00,7.7,0.0,0.0,100.0,97.0,26.0,0.0,7.3,79.0
2021-10-04T08:00,20.3,0.7,0.7,72.0,1.0,71.0,96.0,3.3,174.0
2016-01-17T12:00,1.5,0.0,0.0,64.0,0.0,56.0,100.0,6.6,338.0
2018-11-10T15:00,7.7,0.0,0.0,41.0,46.0,0.0,0.0,24.5,273.0
2022-06-16T12:00,19.2,0.0,0.0,100.0,49.0,77.0,100.0,10.3,295.0
2022-05-16T14:00,18.8,0.0,0.0,66.0,43.0,28.0,34.0,8.6,270.0
2019-10-11T22:00,16.5,0.0,0.0,100.0,99.0,99.0,0.0,15.8,24.0
2017-02-07T13:00,2.0,0.0,0.0,76.0,2.0,74.0,100.0,7.5,55.0
2016-10-15T09:00,8.2,0.0,0.0,0.0,0.0,0.0,0.0,6.6,13.0
2017-10-26T07:00,13.7,0.0,0.0,89.0,0.0,98.0,100.0,11.7,313.0
2020-03-20T09:00,7.6,0.4,0.4,100.0,100.0,70.0,98.0,8.3,162.0
2020-03-26T17:00,9.9,0.0,0.0,5.0,0.0,0.0,18.0,7.6,245.0
2020-10-13T17:00,14.8,0.0,0.0,100.0,100.0,28.0,0.0,16.5,349.0
2022-08-31T06:00,23.3,0.2,0.2,55.0,0.0,58.0,66.0,8.2,131.0
2021-06-19T23:00,24.4,0.1,0.1,90.0,0.0,100.0,100.0,8.9,249.0
2017-11-11T12:00,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,324.0
2016-10-09T11:00,13.9,1.5,1.5,100.0,100.0,99.0,100.0,18.0,359.0
2018-08-16T05:00,25.5,0.0,0.0,31.0,0.0,7.0,90.0,11.9,267.0
2019-12-21T07:00,-4.1,0.0,0.0,29.0,0.0,0.0,96.0,9.4,358.0
2020-11-03T07:00,5.2,0.0,0.0,26.0,0.0,1.0,86.0,23.7,248.0
2017-12-14T05:00,-2.9,0.3,0.0,100.0,49.0,100.0,97.0,10.8,233.0
2019-06-14T08:00,16.0,0.0,0.0,2.0,0.0,4.0,0.0,14.1,232.0
2016-11-14T06:00,7.4,0.0,0.0,0.0,0.0,0.0,0.0,12.9,252.0
2019-10-16T17:00,17.8,0.1,0.1,100.0,18.0,100.0,100.0,22.0,130.0
2016-01-18T08:00,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,263.0
2017-10-21T20:00,21.8,0.0,0.0,29.0,0.0,0.0,98.0,6.3,204.0
2021-04-13T07:00,7.3,0.7,0.7,100.0,97.0,75.0,73.0,10.8,26.0
2018-02-20T18:00,13.1,0.0,0.0,26.0,9.0,7.0,44.0,12.3,232.0
2016-05-25T15:00,24.6,0.0,0.0,3.0,0.0,0.0,11.0,9.0,268.0
2017-12-11T09:00,1.9,0.0,0.0,85.0,0.0,96.0,92.0,11.5,226.0
2019-03-02T16:00,1.2,0.0,0.0,100.0,78.0,84.0,0.0,9.0,16.0
2022-02-20T10:00,-6.3,0.0,0.0,0.0,0.0,0.0,0.0,12.6,153.0
2021-04-14T07:00,9.9,0.0,0.0,14.0,3.0,18.0,3.0,9.0,196.0
2022-01-02T01:00,11.1,1.6,1.6,100.0,100.0,100.0,100.0,6.2,36.0
2018-01-09T10:00,-3.2,0.0,0.0,44.0,49.0,0.0,0.0,13.2,244.0
2020-05-01T20:00,16.9,0.2,0.2,65.0,21.0,60.0,32.0,11.5,321.0
2017-07-14T07:00,21.9,0.0,0.0,100.0,52.0,81.0,87.0,14.7,79.0
2017-06-04T06:00,15.9,0.0,0.0,12.0,0.0,0.0,40.0,9.0,323.0
2018-01-18T13:00,-7.6,0.0,0.0,0.0,0.0,0.0,0.0,12.7,299.0
2020-05-31T07:00,17.6,0.0,0.0,0.0,0.0,0.0,0.0,20.1,327.0
2021-05-05T16:00,13.3,0.5,0.5,100.0,100.0,99.0,64.0,6.9,39.0
2016-03-01T23:00,6.4,0.0,0.0,25.0,0.0,0.0,82.0,12.9,117.0
2017-08-11T19:00,25.9,0.1,0.1,80.0,34.0,56.0,54.0,11.4,167.0
2019-07-28T06:00,23.2,0.0,0.0,6.0,0.0,10.0,0.0,12.5,219.0
2016-11-01T23:00,12.9,0.0,0.0,77.0,52.0,0.0,100.0,9.0,164.0
2016-05-16T06:00,7.7,0.0,0.0,0.0,0.0,0.0,0.0,16.2,271.0
2022-02-15T05:00,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,121.0
2017-11-19T05:00,10.9,0.0,0.0,48.0,5.0,22.0,100.0,20.8,203.0
2020-12-28T22:00,7.2,0.0,0.0,29.0,29.0,5.0,0.0,10.0,218.0
2021-11-07T14:00,6.0,0.0,0.0,12.0,0.0,0.0,39.0,3.5,336.0
2019-07-14T13:00,27.2,0.0,0.0,22.0,0.0,1.0,71.0,10.9,287.0
2019-03-21T21:00,7.8,0.3,0.3,100.0,49.0,97.0,100.0,18.2,81.0
2022-07-10T08:00,20.4,0.0,0.0,4.0,4.0,1.0,0.0,8.0,63.0
2019-12-22T14:00,-2.7,0.0,0.0,2.0,0.0,0.0,5.0,8.4,245.0
2020-12-03T15:00,5.3,0.0,0.0,1.0,0.0,0.0,2.0,14.0,244.0
2021-03-07T20:00,3.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,311.0
2019-08-27T19:00,22.0,0.4,0.4,67.0,0.0,91.0,40.0,7.4,137.0
2020-05-15T21:00,26.3,0.0,0.0,37.0,8.0,14.0,70.0,14.5,222.0
2016-09-05T23:00,26.5,0.0,0.0,20.0,0.0,0.0,66.0,13.2,343.0
2022-09-29T19:00,18.6,0.0,0.0,40.0,18.0,0.0,78.0,13.9,65.0
2019-07-13T12:00,23.3,0.0,0.0,17.0,19.0,0.0,0.0,7.1,315.0
2020-01-01T09:00,3.3,0.0,0.0,23.0,7.0,6.0,44.0,15.5,257.0
2018-11-13T17:00,8.3,0.0,0.0,100.0,100.0,66.0,100.0,19.7,329.0
2020-04-09T01:00,11.3,0.0,0.0,1.0,0.0,2.0,0.0,8.9,159.0
2019-03-29T11:00,8.2,0.0,0.0,63.0,0.0,55.0,100.0,7.9,204.0
2019-05-27T13:00,21.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,358.0
2018-05-03T08:00,18.9,0.0,0.0,34.0,0.0,7.0,100.0,9.2,244.0
2020-04-09T06:00,8.5,0.0,0.0,3.0,3.0,0.0,0.0,9.9,190.0
2022-07-31T14:00,25.5,0.0,0.0,35.0,4.0,2.0,99.0,1.0,45.0
2017-10-28T14:00,14.7,0.0,0.0,2.0,1.0,0.0,5.0,10.4,178.0
2017-11-02T09:00,14.0,0.0,0.0,9.0,4.0,0.0,17.0,7.0,192.0
2020-09-09T00:00,23.5,0.0,0.0,1.0,0.0,0.0,2.0,9.2,149.0
2019-06-25T09:00,21.9,0.1,0.1,58.0,12.0,30.0,98.0,9.2,121.0
2017-12-28T09:00,-8.6,0.0,0.0,0.0,0.0,0.0,0.0,16.9,299.0
2018-04-21T02:00,6.9,0.0,0.0,0.0,0.0,0.0,0.0,14.7,335.0
2017-04-19T20:00,10.2,0.0,0.0,91.0,46.0,78.0,10.0,18.9,156.0
2022-04-02T21:00,10.7,0.0,0.0,0.0,0.0,0.0,0.0,6.3,193.0
2021-04-22T14:00,4.8,0.0,0.0,100.0,79.0,100.0,0.0,28.7,297.0
2016-03-09T06:00,7.4,0.0,0.0,9.0,0.0,0.0,29.0,7.9,156.0
2016-02-09T00:00,-0.2,0.1,0.0,100.0,88.0,99.0,2.0,5.1,51.0
2019-10-21T17:00,16.7,0.0,0.0,1.0,1.0,0.0,0.0,12.4,26.0
2016-12-09T06:00,1.3,0.0,0.0,0.0,0.0,0.0,0.0,18.7,269.0
2022-08-12T12:00,22.4,0.0,0.0,29.0,0.0,25.0,47.0,17.0,85.0
2019-04-16T23:00,15.7,0.0,0.0,47.0,0.0,79.0,0.0,12.3,273.0
2020-08-03T01:00,29.0,0.0,0.0,25.0,4.0,16.0,40.0,15.3,204.0
2021-08-20T11:00,23.7,0.0,0.0,38.0,0.0,13.0,100.0,8.0,297.0
2019-07-20T13:00,29.6,0.0,0.0,27.0,0.0,2.0,86.0,10.1,287.0
2016-11-08T23:00,13.1,0.0,0.0,18.0,0.0,0.0,60.0,9.0,233.0
2016-02-07T10:00,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,266.0
2017-07-29T02:00,24.5,0.0,0.0,41.0,3.0,14.0,100.0,5.2,56.0
2021-11-28T06:00,1.4,0.0,0.0,77.0,0.0,94.0,69.0,9.3,234.0
2020-02-24T07:00,3.5,0.0,0.0,51.0,0.0,85.0,0.0,6.9,231.0
2020-04-10T10:00,5.2,0.0,0.0,14.0,6.0,14.0,0.0,24.8,271.0
2019-06-14T20:00,22.2,0.0,0.0,13.0,0.0,21.0,0.0,25.6,280.0
2017-05-11T08:00,10.6,0.0,0.0,12.0,0.0,0.0,39.0,7.5,343.0
2019-01-27T10:00,-3.3,0.0,0.0,6.0,4.0,4.0,0.0,8.4,140.0
2022-05-19T14:00,13.0,0.0,0.0,100.0,100.0,69.0,0.0,9.1,353.0
2021-01-23T11:00,-1.4,0.0,0.0,100.0,61.0,80.0,0.0,16.1,304.0
2019-02-20T08:00,-2.3,0.0,0.0,30.0,0.0,0.0,100.0,3.1,339.0
2022-04-15T05:00,14.3,0.0,0.0,57.0,0.0,46.0,99.0,12.2,135.0
2017-08-24T19:00,26.0,0.0,0.0,5.0,0.0,9.0,0.0,10.5,311.0
2018-10-05T00:00,22.5,0.5,0.5,100.0,99.0,97.0,19.0,5.4,233.0
2018-03-19T21:00,7.0,0.0,0.0,7.0,0.0,0.0,24.0,11.6,324.0
2021-08-05T03:00,21.1,0.0,0.0,38.0,12.0,21.0,47.0,8.7,42.0
2017-02-04T13:00,-4.8,0.0,0.0,0.0,0.0,0.0,0.0,17.1,298.0
2019-09-04T10:00,20.1,0.0,0.0,93.0,98.0,8.0,0.0,6.3,204.0
2018-08-31T12:00,22.2,0.0,0.0,100.0,52.0,57.0,92.0,13.3,87.0
2019-11-10T02:00,3.3,0.0,0.0,0.0,0.0,0.0,1.0,6.9,242.0
2019-08-27T22:00,21.6,0.0,0.0,44.0,2.0,26.0,89.0,9.4,157.0
2016-03-06T06:00,1.1,0.0,0.0,6.0,0.0,10.0,0.0,2.6,254.0
2021-03-20T19:00,9.5,0.0,0.0,0.0,0.0,0.0,0.0,6.7,286.0
2016-10-22T11:00,10.6,5.3,5.3,100.0,92.0,100.0,0.0,21.6,316.0
2016-04-27T18:00,12.8,0.0,0.0,98.0,83.0,26.0,26.0,5.8,210.0
2020-03-23T17:00,3.9,1.7,1.7,100.0,100.0,97.0,100.0,23.2,77.0
2018-04-24T06:00,9.5,0.0,0.0,30.0,0.0,0.0,99.0,8.3,178.0
2018-08-27T05:00,24.4,0.0,0.0,35.0,9.0,0.0,88.0,9.0,247.0
2020-11-06T20:00,18.6,0.0,0.0,0.0,0.0,0.0,0.0,8.8,215.0
2018-09-15T03:00,20.7,0.0,0.0,100.0,94.0,41.0,0.0,5.4,132.0
2017-05-19T15:00,28.4,0.0,0.0,4.0,0.0,6.0,0.0,12.3,265.0
2017-12-12T18:00,6.9,0.0,0.0,91.0,3.0,100.0,94.0,10.1,264.0
2020-08-29T07:00,22.0,0.0,0.0,46.0,4.0,27.0,88.0,8.9,223.0
2017-08-10T07:00,21.0,0.0,0.0,1.0,0.0,0.0,3.0,6.9,223.0
2019-10-20T09:00,8.0,0.0,0.0,30.0,0.0,0.0,100.0,1.5,45.0
2018-03-07T23:00,1.2,3.1,0.2,100.0,67.0,100.0,100.0,30.4,341.0
2016-06-22T16:00,28.3,0.0,0.0,19.0,10.0,17.0,0.0,14.7,287.0
2017-08-16T08:00,21.4,0.0,0.0,90.0,100.0,0.0,0.0,6.2,260.0
2021-10-23T10:00,10.7,0.0,0.0,78.0,5.0,96.0,54.0,8.7,17.0
2019-12-04T11:00,1.4,0.0,0.0,84.0,5.0,95.0,74.0,6.8,238.0
2016-06-22T10:00,19.7,0.0,0.0,21.0,13.0,15.0,0.0,4.8,103.0
2017-08-26T14:00,20.1,0.0,0.0,0.0,0.0,0.0,0.0,8.3,18.0
2016-08-28T01:00,24.9,0.0,0.0,26.0,0.0,0.0,85.0,6.1,152.0
2022-08-23T04:00,23.3,0.1,0.1,78.0,52.0,6.0,91.0,5.4,20.0
2017-07-27T22:00,24.6,0.0,0.0,47.0,12.0,36.0,50.0,2.2,171.0
2021-03-03T23:00,8.2,0.0,0.0,27.0,8.0,33.0,0.0,7.8,283.0
2018-10-22T15:00,8.7,0.0,0.0,54.0,1.0,88.0,0.0,14.7,245.0
2020-11-30T18:00,15.7,6.0,6.0,100.0,100.0,98.0,100.0,38.7,157.0
2018-04-07T15:00,4.4,0.0,0.0,66.0,1.0,59.0,98.0,16.1,331.0
2021-03-29T06:00,9.8,0.0,0.0,1.0,0.0,1.0,0.0,26.0,287.0
2016-08-28T06:00,22.8,0.0,0.0,26.0,0.0,0.0,87.0,6.3,149.0
2020-07-11T14:00,26.4,0.0,0.0,100.0,99.0,66.0,0.0,9.8,204.0
2017-10-06T10:00,18.5,0.0,0.0,33.0,5.0,47.0,0.0,5.5,281.0
2022-03-15T14:00,7.9,0.0,0.0,26.0,0.0,0.0,85.0,7.8,202.0
2017-07-16T13:00,23.5,0.0,0.0,0.0,0.0,0.0,0.0,4.3,336.0
2017-12-26T16:00,-2.8,0.0,0.0,24.0,0.0,40.0,0.0,19.9,274.0
2021-03-08T21:00,5.5,0.0,0.0,1.0,0.0,0.0,2.0,9.9,289.0
2020-12-18T23:00,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,336.0
2022-10-02T19:00,12.8,0.8,0.8,100.0,100.0,100.0,1.0,21.3,64.0
2017-04-06T01:00,8.9,0.0,0.0,34.0,4.0,0.0,100.0,11.5,148.0
2021-01-01T20:00,3.0,0.0,0.0,100.0,33.0,100.0,100.0,7.0,111.0
2021-09-14T18:00,25.1,0.0,0.0,67.0,36.0,11.0,92.0,9.4,157.0
2020-12-09T06:00,-0.4,0.0,0.0,13.0,14.0,0.0,0.0,9.4,277.0
2018-03-23T10:00,1.7,0.0,0.0,51.0,0.0,40.0,89.0,8.3,304.0
2022-06-01T14:00,17.7,0.0,0.0,100.0,85.0,44.0,90.0,6.0,17.0
2020-12-02T19:00,6.2,0.0,0.0,100.0,71.0,95.0,4.0,23.4,271.0
2018-04-14T02:00,17.9,0.0,0.0,18.0,0.0,0.0,61.0,14.0,209.0
2022-01-01T00:00,8.7,0.0,0.0,100.0,100.0,96.0,78.0,8.3,236.0
2016-05-09T03:00,12.8,0.0,0.0,0.0,0.0,0.0,0.0,10.8,268.0
2020-02-06T21:00,4.0,0.7,0.7,100.0,100.0,100.0,99.0,3.9,68.0
2022-06-22T16:00,18.7,0.0,0.0,100.0,100.0,89.0,91.0,16.4,303.0
2018-10-09T04:00,18.8,0.0,0.0,100.0,100.0,28.0,0.0,5.9,101.0
2022-09-04T05:00,21.8,0.0,0.0,36.0,2.0,11.0,92.0,6.8,267.0
2016-04-07T21:00,13.0,0.2,0.2,33.0,24.0,19.0,0.0,21.8,232.0
2019-07-03T17:00,27.9,0.0,0.0,70.0,14.0,77.0,38.0,4.4,305.0
2021-07-24T22:00,25.9,0.0,0.0,35.0,3.0,3.0,100.0,14.0,154.0
2020-06-25T05:00,22.9,0.0,0.0,17.0,0.0,5.0,47.0,10.0,257.0
2016-05-11T12:00,13.2,0.0,0.0,32.0,0.0,25.0,57.0,6.5,3.0
2019-02-13T23:00,2.5,0.0,0.0,0.0,0.0,0.0,0.0,20.3,263.0
2017-06-28T21:00,25.9,0.0,0.0,38.0,0.0,63.0,0.0,12.8,302.0
2019-09-08T21:00,24.6,0.0,0.0,81.0,27.0,75.0,38.0,5.0,270.0
2022-06-21T10:00,17.8,0.0,0.0,30.0,0.0,1.0,99.0,7.2,117.0
2021-12-02T17:00,11.3,0.0,0.0,89.0,0.0,99.0,100.0,12.7,223.0
2020-12-04T18:00,10.4,0.0,0.0,73.0,0.0,85.0,73.0,13.7,203.0
2022-08-28T13:00,23.6,0.0,0.0,95.0,81.0,37.0,0.0,13.0,358.0
2018-08-14T06:00,22.4,0.0,0.0,43.0,25.0,1.0,65.0,3.7,241.0
2020-09-26T09:00,17.3,0.0,0.0,100.0,100.0,24.0,53.0,3.6,174.0
2021-01-17T16:00,4.8,0.0,0.0,63.0,70.0,0.0,0.0,30.4,265.0
2022-05-18T04:00,16.9,0.0,0.0,0.0,0.0,0.0,0.0,15.6,119.0
2019-08-16T02:00,22.5,0.0,0.0,50.0,28.0,4.0,74.0,5.9,133.0
2019-11-04T20:00,13.2,0.0,0.0,40.0,0.0,37.0,60.0,14.5,173.0
2018-08-22T15:00,25.9,0.0,0.0,50.0,43.0,15.0,7.0,13.4,246.0
2019-09-24T21:00,23.6,0.0,0.0,2.0,1.0,2.0,0.0,14.8,309.0
2019-08-20T05:00,23.9,0.0,0.0,14.0,0.0,2.0,43.0,6.8,302.0
